Target PDB,URL,Cluster ID,Cluster Ranking,HADDOCK score,Cluster size,RMSD from the overall lowest-energy structure,Van der Waals energy,Electrostatic energy,Desolvation energy,Restraints violation energy,Buried Surface Area,Z-Score,HADDOCK Result PDB Filename
myosin_binder_rabbit_800to900_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347087-myosin_binder_rabbit_800to900_hotspot_1,1,3,-11.4 +/- 8.8,32,5.6 +/- 0.1,-35.8 +/- 3.1,-249.5 +/- 16.1,7.5 +/- 1.9,668.4 +/- 88.9,1625.2 +/- 18.0,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_1_cluster3.pdb
myosin_binder_rabbit_800to900_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347087-myosin_binder_rabbit_800to900_hotspot_1,7,4,-9.9 +/- 3.1,7,9.3 +/- 0.3,-34.9 +/- 5.0,-228.1 +/- 10.5,7.7 +/- 1.0,628.9 +/- 59.2,1482.1 +/- 64.6,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_1_cluster4.pdb
myosin_binder_rabbit_800to900_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347087-myosin_binder_rabbit_800to900_hotspot_1,3,5,-7.3 +/- 5.0,23,12.3 +/- 0.5,-54.3 +/- 4.3,-93.0 +/- 7.7,5.8 +/- 2.1,597.3 +/- 66.8,1564.3 +/- 84.5,0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_1_cluster5.pdb
myosin_binder_rabbit_850to950_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347088-myosin_binder_rabbit_850to950_hotspot_1,5,0,-44.4 +/- 5.0,8,10.7 +/- 0.5,-49.2 +/- 2.5,-285.4 +/- 27.0,16.9 +/- 4.9,449.1 +/- 41.1,1792.2 +/- 39.5,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_1_cluster0.pdb
myosin_binder_rabbit_850to950_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347088-myosin_binder_rabbit_850to950_hotspot_1,4,1,-43.2 +/- 7.7,9,15.9 +/- 0.1,-49.8 +/- 5.4,-267.1 +/- 55.8,18.9 +/- 1.9,411.2 +/- 53.1,1846.9 +/- 104.8,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_1_cluster1.pdb
myosin_binder_rabbit_850to950_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347088-myosin_binder_rabbit_850to950_hotspot_1,12,2,-42.8 +/- 9.7,5,1.4 +/- 0.8,-46.7 +/- 4.3,-300.7 +/- 51.7,6.9 +/- 2.3,571.1 +/- 51.4,1785.5 +/- 28.5,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_1_cluster2.pdb
myosin_binder_rabbit_850to950_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347088-myosin_binder_rabbit_850to950_hotspot_1,3,3,-33.4 +/- 7.0,10,4.1 +/- 0.2,-39.1 +/- 9.0,-244.7 +/- 46.0,10.4 +/- 2.7,441.6 +/- 89.5,1761.8 +/- 99.6,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_1_cluster3.pdb
myosin_binder_rabbit_850to950_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347088-myosin_binder_rabbit_850to950_hotspot_1,2,4,-29.2 +/- 6.8,23,4.9 +/- 0.1,-44.4 +/- 3.8,-208.0 +/- 52.2,7.5 +/- 5.6,493.8 +/- 69.6,1601.8 +/- 74.2,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_1_cluster4.pdb
myosin_binder_rabbit_850to950_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347088-myosin_binder_rabbit_850to950_hotspot_1,7,5,-27.7 +/- 10.6,7,7.3 +/- 0.5,-34.4 +/- 4.2,-307.4 +/- 34.6,20.3 +/- 2.2,479.4 +/- 83.2,1720.9 +/- 138.2,0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_1_cluster5.pdb
myosin_binder_rabbit_900to1000_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347089-myosin_binder_rabbit_900to1000_hotspot_1,8,0,-27.8 +/- 13.3,5,1.1 +/- 0.8,-40.1 +/- 5.2,-228.4 +/- 66.2,7.3 +/- 3.4,506.5 +/- 32.9,1707.0 +/- 147.2,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_900to1000_hotspot_1_cluster0.pdb
myosin_binder_rabbit_900to1000_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347089-myosin_binder_rabbit_900to1000_hotspot_1,9,1,-24.9 +/- 10.9,5,9.4 +/- 0.4,-49.8 +/- 7.5,-234.9 +/- 30.0,3.9 +/- 2.4,680.0 +/- 33.8,1842.6 +/- 99.2,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_900to1000_hotspot_1_cluster1.pdb
myosin_binder_rabbit_900to1000_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347089-myosin_binder_rabbit_900to1000_hotspot_1,5,2,-21.3 +/- 8.2,9,16.0 +/- 0.2,-49.3 +/- 3.7,-189.8 +/- 43.3,3.5 +/- 5.0,624.1 +/- 105.5,1840.7 +/- 109.0,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_900to1000_hotspot_1_cluster2.pdb
myosin_binder_rabbit_900to1000_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347089-myosin_binder_rabbit_900to1000_hotspot_1,12,3,-20.4 +/- 5.6,4,16.0 +/- 0.1,-37.7 +/- 4.1,-231.2 +/- 14.6,11.9 +/- 1.6,516.2 +/- 39.4,1761.0 +/- 80.7,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_900to1000_hotspot_1_cluster3.pdb
myosin_binder_rabbit_900to1000_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347089-myosin_binder_rabbit_900to1000_hotspot_1,11,4,-19.4 +/- 13.7,4,10.1 +/- 0.1,-47.3 +/- 7.2,-200.7 +/- 37.3,0.6 +/- 1.7,674.2 +/- 42.7,1643.2 +/- 90.8,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_900to1000_hotspot_1_cluster4.pdb
myosin_binder_rabbit_900to1000_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347089-myosin_binder_rabbit_900to1000_hotspot_1,1,5,-17.6 +/- 3.5,15,13.8 +/- 0.1,-40.8 +/- 7.5,-184.3 +/- 31.3,4.0 +/- 3.1,561.5 +/- 24.2,1767.9 +/- 59.3,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_900to1000_hotspot_1_cluster5.pdb
myosin_binder_rabbit_950to1050_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347090-myosin_binder_rabbit_950to1050_hotspot_1,2,0,-47.8 +/- 5.6,11,11.8 +/- 0.1,-37.8 +/- 3.5,-371.8 +/- 22.1,3.8 +/- 3.8,605.2 +/- 48.0,1778.5 +/- 86.5,-1.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_950to1050_hotspot_1_cluster0.pdb
myosin_binder_rabbit_950to1050_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347090-myosin_binder_rabbit_950to1050_hotspot_1,3,1,-41.5 +/- 11.3,10,9.2 +/- 0.3,-45.0 +/- 15.9,-354.3 +/- 55.9,13.3 +/- 4.8,610.2 +/- 52.0,1746.1 +/- 165.5,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_950to1050_hotspot_1_cluster1.pdb
myosin_binder_rabbit_950to1050_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347090-myosin_binder_rabbit_950to1050_hotspot_1,1,2,-41.1 +/- 5.1,19,14.5 +/- 0.2,-37.3 +/- 1.8,-366.9 +/- 24.1,3.8 +/- 3.1,657.3 +/- 69.8,1775.9 +/- 44.9,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_950to1050_hotspot_1_cluster2.pdb
myosin_binder_rabbit_950to1050_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347090-myosin_binder_rabbit_950to1050_hotspot_1,8,3,-41.1 +/- 7.6,7,8.8 +/- 0.1,-40.7 +/- 6.1,-419.4 +/- 53.7,11.7 +/- 4.0,718.8 +/- 49.7,1848.2 +/- 56.4,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_950to1050_hotspot_1_cluster3.pdb
myosin_binder_rabbit_950to1050_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347090-myosin_binder_rabbit_950to1050_hotspot_1,7,4,-39.9 +/- 10.5,7,10.0 +/- 0.3,-35.9 +/- 6.4,-384.3 +/- 12.4,8.4 +/- 1.1,645.6 +/- 57.2,1898.5 +/- 52.3,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_950to1050_hotspot_1_cluster4.pdb
myosin_binder_rabbit_950to1050_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347090-myosin_binder_rabbit_950to1050_hotspot_1,11,5,-35.1 +/- 2.5,5,15.8 +/- 0.1,-45.5 +/- 3.6,-322.8 +/- 6.0,11.4 +/- 2.0,635.2 +/- 23.1,1693.1 +/- 81.7,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_950to1050_hotspot_1_cluster5.pdb
myosin_binder_rabbit_1Kto1077_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347091-myosin_binder_rabbit_1Kto1077_hotspot_1,9,0,-38.5 +/- 10.7,6,1.7 +/- 1.4,-28.7 +/- 8.6,-369.6 +/- 37.0,9.0 +/- 8.8,551.4 +/- 14.8,1563.1 +/- 76.4,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_1Kto1077_hotspot_1_cluster0.pdb
myosin_binder_rabbit_1Kto1077_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347091-myosin_binder_rabbit_1Kto1077_hotspot_1,6,1,-38.3 +/- 2.5,12,5.1 +/- 0.6,-37.9 +/- 6.0,-297.7 +/- 21.0,3.4 +/- 1.6,556.3 +/- 34.5,1715.2 +/- 33.6,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_1Kto1077_hotspot_1_cluster1.pdb
myosin_binder_rabbit_1Kto1077_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347091-myosin_binder_rabbit_1Kto1077_hotspot_1,5,2,-38.2 +/- 4.5,16,9.4 +/- 0.4,-38.8 +/- 9.8,-300.5 +/- 51.3,7.1 +/- 7.0,535.2 +/- 107.7,1779.2 +/- 87.2,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_1Kto1077_hotspot_1_cluster2.pdb
myosin_binder_rabbit_1Kto1077_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347091-myosin_binder_rabbit_1Kto1077_hotspot_1,15,3,-37.7 +/- 6.8,4,16.0 +/- 0.2,-41.4 +/- 2.7,-335.6 +/- 40.6,14.8 +/- 2.4,560.4 +/- 61.9,1735.3 +/- 90.3,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_1Kto1077_hotspot_1_cluster3.pdb
myosin_binder_rabbit_1Kto1077_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347091-myosin_binder_rabbit_1Kto1077_hotspot_1,16,4,-33.9 +/- 6.9,4,9.7 +/- 0.3,-46.8 +/- 2.8,-230.8 +/- 49.0,10.1 +/- 5.4,490.4 +/- 45.2,1850.5 +/- 120.9,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_1Kto1077_hotspot_1_cluster4.pdb
myosin_binder_rabbit_1Kto1077_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347091-myosin_binder_rabbit_1Kto1077_hotspot_1,7,5,-29.9 +/- 6.2,10,8.0 +/- 0.1,-30.8 +/- 5.4,-326.6 +/- 32.1,3.1 +/- 1.5,630.8 +/- 92.5,1529.1 +/- 56.7,0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_1Kto1077_hotspot_1_cluster5.pdb
myosin_binder_2fxm_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347092-myosin_binder_2fxm_hotspot_2,4,0,-36.0 +/- 12.9,11,11.0 +/- 0.4,-32.2 +/- 1.0,-435.5 +/- 14.8,18.1 +/- 3.8,652.1 +/- 89.2,1834.5 +/- 68.1,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxm_hotspot_2_cluster0.pdb
myosin_binder_2fxm_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347092-myosin_binder_2fxm_hotspot_2,5,1,-34.0 +/- 8.7,10,12.4 +/- 0.0,-56.0 +/- 5.2,-274.3 +/- 33.0,12.2 +/- 3.0,646.3 +/- 108.9,1793.6 +/- 59.9,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxm_hotspot_2_cluster1.pdb
myosin_binder_2fxm_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347092-myosin_binder_2fxm_hotspot_2,1,2,-29.1 +/- 8.5,22,16.3 +/- 0.1,-48.3 +/- 2.8,-280.5 +/- 31.2,11.1 +/- 2.1,642.7 +/- 58.4,1585.6 +/- 65.1,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxm_hotspot_2_cluster2.pdb
myosin_binder_2fxm_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347092-myosin_binder_2fxm_hotspot_2,3,3,-21.9 +/- 10.1,13,10.9 +/- 0.8,-28.5 +/- 7.8,-436.3 +/- 87.1,23.3 +/- 4.9,704.8 +/- 88.8,1568.1 +/- 120.0,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxm_hotspot_2_cluster3.pdb
myosin_binder_2fxm_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347092-myosin_binder_2fxm_hotspot_2,17,4,-19.3 +/- 29.1,4,2.2 +/- 1.3,-51.8 +/- 6.5,-258.3 +/- 110.6,17.9 +/- 3.9,662.7 +/- 154.5,1751.3 +/- 156.7,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxm_hotspot_2_cluster4.pdb
myosin_binder_2fxm_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347092-myosin_binder_2fxm_hotspot_2,7,5,-19.1 +/- 4.8,6,6.9 +/- 0.4,-34.8 +/- 9.6,-413.3 +/- 39.2,18.7 +/- 2.1,796.6 +/- 26.1,1760.6 +/- 80.9,-0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxm_hotspot_2_cluster5.pdb
myosin_binder_2fxo_1_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347093-myosin_binder_2fxo_1_hotspot_2,1,0,-32.1 +/- 2.4,56,11.5 +/- 0.1,-36.3 +/- 5.8,-499.1 +/- 23.7,23.4 +/- 1.4,806.5 +/- 65.3,1769.0 +/- 36.0,-2.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_1_hotspot_2_cluster0.pdb
myosin_binder_2fxo_1_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347093-myosin_binder_2fxo_1_hotspot_2,3,1,-10.1 +/- 5.1,9,12.5 +/- 0.3,-35.6 +/- 8.9,-339.5 +/- 38.3,14.7 +/- 2.8,787.2 +/- 15.8,1742.2 +/- 87.3,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_1_hotspot_2_cluster1.pdb
myosin_binder_2fxo_1_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347093-myosin_binder_2fxo_1_hotspot_2,5,2,-8.6 +/- 2.6,7,5.1 +/- 0.2,-47.2 +/- 5.2,-294.2 +/- 17.0,11.8 +/- 1.3,857.6 +/- 39.6,1618.5 +/- 32.2,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_1_hotspot_2_cluster2.pdb
myosin_binder_2fxo_1_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347093-myosin_binder_2fxo_1_hotspot_2,10,3,-7.8 +/- 5.3,5,10.7 +/- 0.2,-34.4 +/- 4.6,-349.6 +/- 50.6,24.8 +/- 6.3,716.9 +/- 34.3,1660.7 +/- 30.2,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_1_hotspot_2_cluster3.pdb
myosin_binder_2fxo_1_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347093-myosin_binder_2fxo_1_hotspot_2,2,4,-6.2 +/- 2.8,20,8.4 +/- 0.3,-49.4 +/- 8.1,-215.2 +/- 4.4,12.7 +/- 3.8,735.4 +/- 92.0,1743.5 +/- 53.8,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_1_hotspot_2_cluster4.pdb
myosin_binder_2fxo_1_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347093-myosin_binder_2fxo_1_hotspot_2,9,5,-2.5 +/- 16.3,5,10.5 +/- 0.3,-34.9 +/- 6.9,-391.6 +/- 29.7,21.8 +/- 3.7,889.1 +/- 163.3,1514.0 +/- 29.6,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_1_hotspot_2_cluster5.pdb
myosin_binder_2fxo_2_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347094-myosin_binder_2fxo_2_hotspot_2,2,0,-12.3 +/- 5.4,20,12.8 +/- 0.1,-46.4 +/- 10.1,-244.0 +/- 79.0,8.1 +/- 6.8,748.0 +/- 89.4,1596.8 +/- 48.6,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_2_hotspot_2_cluster0.pdb
myosin_binder_2fxo_2_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347094-myosin_binder_2fxo_2_hotspot_2,4,1,-10.6 +/- 7.8,12,10.0 +/- 0.1,-35.1 +/- 2.5,-347.4 +/- 23.2,14.7 +/- 2.8,792.4 +/- 76.5,1620.7 +/- 65.1,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_2_hotspot_2_cluster1.pdb
myosin_binder_2fxo_2_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347094-myosin_binder_2fxo_2_hotspot_2,1,2,-8.8 +/- 4.7,27,3.3 +/- 0.5,-39.1 +/- 7.8,-269.1 +/- 69.7,15.7 +/- 5.3,684.4 +/- 42.2,1665.2 +/- 72.3,-0.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_2_hotspot_2_cluster2.pdb
myosin_binder_2fxo_2_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347094-myosin_binder_2fxo_2_hotspot_2,3,3,-6.3 +/- 8.2,16,11.6 +/- 0.1,-34.0 +/- 5.4,-344.1 +/- 34.8,15.6 +/- 4.1,810.0 +/- 34.4,1702.6 +/- 36.3,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_2_hotspot_2_cluster3.pdb
myosin_binder_2fxo_2_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347094-myosin_binder_2fxo_2_hotspot_2,11,4,-6.1 +/- 6.7,5,9.7 +/- 0.1,-42.0 +/- 4.9,-329.5 +/- 34.2,20.7 +/- 1.0,811.1 +/- 32.4,1687.0 +/- 31.4,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_2_hotspot_2_cluster4.pdb
myosin_binder_2fxo_2_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347094-myosin_binder_2fxo_2_hotspot_2,5,5,1.3 +/- 5.1,10,12.5 +/- 0.2,-48.9 +/- 10.1,-272.5 +/- 34.4,12.0 +/- 1.8,927.0 +/- 30.0,1720.8 +/- 104.1,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_2_hotspot_2_cluster5.pdb
myosin_binder_rabbit_0to100_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347095-myosin_binder_rabbit_0to100_hotspot_2,4,0,-32.8 +/- 4.7,11,6.1 +/- 0.1,-51.4 +/- 5.5,-216.5 +/- 14.3,5.9 +/- 1.2,561.0 +/- 22.6,1778.2 +/- 36.5,-1.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_0to100_hotspot_2_cluster0.pdb
myosin_binder_rabbit_0to100_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347095-myosin_binder_rabbit_0to100_hotspot_2,1,1,-28.3 +/- 5.2,14,13.3 +/- 0.1,-44.4 +/- 5.7,-255.4 +/- 18.6,8.3 +/- 3.0,589.1 +/- 63.4,1536.0 +/- 69.8,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_0to100_hotspot_2_cluster1.pdb
myosin_binder_rabbit_0to100_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347095-myosin_binder_rabbit_0to100_hotspot_2,5,2,-21.7 +/- 0.7,11,15.8 +/- 0.0,-33.9 +/- 7.0,-267.3 +/- 36.9,8.2 +/- 1.2,574.0 +/- 71.2,1448.5 +/- 90.6,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_0to100_hotspot_2_cluster2.pdb
myosin_binder_rabbit_0to100_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347095-myosin_binder_rabbit_0to100_hotspot_2,3,3,-18.3 +/- 4.2,11,10.2 +/- 0.1,-37.0 +/- 5.6,-222.2 +/- 26.9,5.6 +/- 2.6,575.1 +/- 88.6,1657.3 +/- 128.4,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_0to100_hotspot_2_cluster3.pdb
myosin_binder_rabbit_0to100_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347095-myosin_binder_rabbit_0to100_hotspot_2,7,4,-17.3 +/- 5.0,10,15.8 +/- 0.1,-41.4 +/- 8.2,-233.9 +/- 41.7,7.9 +/- 2.6,629.9 +/- 51.7,1516.7 +/- 127.0,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_0to100_hotspot_2_cluster4.pdb
myosin_binder_rabbit_0to100_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347095-myosin_binder_rabbit_0to100_hotspot_2,8,5,-15.5 +/- 1.1,10,13.5 +/- 0.1,-41.1 +/- 7.7,-264.8 +/- 68.2,11.7 +/- 2.1,668.3 +/- 70.9,1570.4 +/- 112.2,0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_0to100_hotspot_2_cluster5.pdb
myosin_binder_rabbit_50to150_hotspot_2,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347096-myosin_binder_rabbit_50to150_hotspot_2,5,0,-54.1 +/- 1.3,15,8.4 +/- 0.0,-39.1 +/- 7.6,-450.3 +/- 53.0,10.7 +/- 4.2,644.5 +/- 64.7,1763.7 +/- 40.4,-1.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_50to150_hotspot_2_cluster0.pdb
